ID_CLIENT;ID_CMDE;CODE_MAG;DT_CMDE;QTE_ART;MTT_REMISE;QT_UNIV1;CA_UNIV1;QT_UNIV2;CA_UNIV2;QT_UNIV3;CA_UNIV3;CA_UNIV5;QT_UNIV5;QT_UNIV4;CA_UNIV4;CA_TOTAL;TICKET;COLLECTION;CANAL_ACHAT;FLAG_SOLDE;QTART_SOLDE;CA_SOLDE;QTART_PROMO;CA_PROMO
1502008834;20191210;150;16/01/2013;2;5.8;;;;;2;63.1;;;;;63.1;1;AH;STORE;1;;;;
1502008834;10028034;956;02/05/2013;1;12;;;1;33;;;;;;;33;1;PE;STORE;0;;;;
1502008834;10027316;956;14/03/2013;1;40;1;49;;;;;;;;;49;1;PE;STORE;0;;;;
1502008834;10025505;956;29/12/2012;1;0;;;;;;;;;;;129;1;AH;STORE;0;;;;
1502008834;10025189;956;17/12/2012;3;65;3;130;;;;;;;;;130;1;AH;STORE;0;;;;
1502008834;10025140;956;15/12/2012;1;0;1;65;;;;;;;;;65;1;AH;STORE;0;;;;
1502008834;10025036;956;12/12/2012;1;24;1;51;;;;;;;;;51;1;AH;STORE;0;;;;
1502008834;10024942;956;06/12/2012;1;0;1;75;;;;;;;;;75;1;AH;STORE;0;;;;
1502008834;10023631;956;15/09/2012;5;12;2;126.56;;;1;67.18;96.38;1;1;38;24;1;AH;STORE;0;;;;
1502008834;10023314;956;30/08/2012;8;95.2;3;151.2;1;15.2;;;;;;;380.8;1;AH;STORE;0;;;;
1502008834;10020156;956;16/03/2012;1;15;;;;;;;;;;;60;1;PE;STORE;0;;;;
1502008834;10019975;956;06/03/2012;2;29.6;1;63.2;;;;;;;;;118.4;1;PE;STORE;0;;;;
1502008834;10019806;956;24/02/2012;4;43.05;3;173.23;;;1;55.72;;;;;228.95;1;AH;STORE;1;;;;
1502009041;10087662;2;21/01/2012;2;12;2;68;;;;;;;;;68;1;AH;STORE;1;;;;
1502009225;20159320;150;16/02/2012;1;0;;;;;;;19;1;;;19;1;AH;STORE;1;;;;
1502009286;20160125;150;25/02/2012;1;2.5;;;1;12.5;;;;;;;12.5;1;AH;STORE;1;;;;
1502009333;20178331;150;03/09/2012;2;16.15;;;1;23.2;;;;;;;81.85;1;AH;STORE;0;;;;
1502009333;20163645;150;06/04/2012;4;11.6;1;17.4;;;2;114;;;;;166.4;1;PE;STORE;0;;;;
1502009333;20160651;150;02/03/2012;1;0;;;;;;;;;;;35;1;PE;STORE;0;;;;
1502009333;20160649;150;02/03/2012;0;0;;;;;;;;;;;0;0;PE;STORE;0;;;;
1502009333;10054899;930;10/07/2012;3;23.36;1;33.04;1;28.8;;;;;;;93.44;1;PE;STORE;1;;;;
1502009444;20161543;150;14/03/2012;2;0;;;;;1;25;;;;;54;1;PE;STORE;0;;;;
1502009561;20164175;150;12/04/2012;2;0;;;1;19;;;;;;;78;1;PE;STORE;0;;;;
1502009737;20166915;150;14/05/2012;1;13;;;1;12;;;;;;;12;1;PE;STORE;0;;;;
1502009773;20168831;150;06/06/2012;2;14;1;15;;;1;35;;;;;50;1;PE;STORE;0;;;;
1502009773;20167189;150;16/05/2012;1;0;1;39;;;;;;;;;39;1;PE;STORE;0;;;;
1502009773;10042907;46;13/09/2012;2;36;1;52.5;1;31.5;;;;;;;84;1;AH;STORE;0;;;;
1502009784;20167281;150;17/05/2012;3;0;1;59;;;;;;;;;179;1;PE;STORE;0;;;;
1502009784;10048416;44;22/02/2013;1;12;;;;;;;;;;;57;1;PE;STORE;0;;;;
1502009784;10044282;44;11/11/2012;2;73.2;1;45.5;;;;;;;;;170.8;1;AH;STORE;0;;;;
1502009795;20167353;150;18/05/2012;1;0;;;1;19;;;;;;;19;1;PE;STORE;0;;;;
1502009810;20187237;150;08/12/2012;-1;-34.5;-1;-34.5;;;;;-69;-1;;;41.5;0;AH;STORE;0;;;;
1502009810;20167511;150;19/05/2012;1;0;1;29;;;;;;;;;29;1;PE;STORE;0;;;;
1502009810;10068314;150;24/11/2012;4;64;2;64;1;25;;;69;1;;;158;1;AH;STORE;0;;;;
1502009883;20168135;150;28/05/2012;1;0;;;;;;;;;;;29;1;PE;STORE;0;;;;
1502009885;20168138;150;28/05/2012;2;0;;;;;;;90;2;;;90;1;PE;STORE;0;;;;
1502009885;20020160;7;27/06/2012;2;12.96;;;;;;;39.92;1;1;11.92;51.84;1;PE;STORE;1;;;;
1502009885;10102153;7;01/02/2013;3;0;2;49.8;1;14.9;;;;;;;64.7;1;AH;STORE;1;;;;
1502009885;10096832;7;13/12/2012;3;98.7;2;91;;;;;;;;;230.3;1;AH;STORE;0;;;;
1502009938;20169161;150;09/06/2012;3;0;;;1;39;;;45;1;;;173;1;PE;STORE;0;;;;
1502009938;10092544;7;03/10/2012;1;0;;;;;;;95;1;;;95;1;AH;STORE;0;;;;
1502009981;20169666;150;15/06/2012;3;27.9;;;1;13.3;1;20.3;31.5;1;;;65.1;1;PE;STORE;0;;;;
1502009987;20197394;150;30/03/2013;1;0;1;69;;;;;;;;;69;1;PE;STORE;0;;;;
1502009987;20169775;150;16/06/2012;2;0;;;2;94;;;;;;;94;1;PE;STORE;0;;;;
1502010022;30004922;150;14/11/2013;1;0;;;;;;;;;;;89;1;AH;STORE;0;;;;
1502010022;20170340;150;23/06/2012;1;0;;;;;;;45;1;;;45;1;PE;STORE;0;;;;
1502010022;10087313;150;23/11/2013;2;23.4;2;66.3;;;1;27.3;;;;;4.6;1;AH;STORE;0;;;;
1502010022;10085993;7;18/07/2012;3;43.86;1;19.92;;;1;15.92;35;1;;;70.84;1;PE;STORE;1;;;;
1502010072;20176293;150;04/08/2012;1;0;;;;;;;;;;;15;1;AH;STORE;0;;;;
1502010079;20176370;150;04/08/2012;1;0;;;;;;;109;1;;;109;1;AH;STORE;0;;;;
1502010079;10071650;20;13/10/2012;2;0;;;;;;;;;;;164;1;AH;STORE;0;;;;
1502010176;20177481;150;23/08/2012;4;0;;;1;12;;;69;3;;;81;1;AH;STORE;0;;;;
1502010199;20177661;150;25/08/2012;2;0;2;64.9;;;;;;;;;64.9;1;AH;STORE;0;;;;
1502010201;20177686;150;25/08/2012;4;0;3;109.9;;;;;;;;;139.8;1;AH;STORE;0;;;;
1502010284;20178627;150;06/09/2012;2;0;2;54.8;;;;;;;;;54.8;1;AH;STORE;0;;;;
1502010298;20179116;150;13/09/2012;1;11.1;1;55;;;1;19.9;-45;-1;;;29.9;1;AH;STORE;0;;;;
1502010298;20178713;150;07/09/2012;2;14;1;55;;;;;45;1;;;100;1;AH;STORE;0;;;;
1502010298;10029309;956;08/07/2013;1;0;;;1;21;;;;;;;21;1;PE;STORE;1;;;;
1502010326;20203041;150;20/06/2013;8;183.3;;;2;39;1;37.5;49;1;1;79;380.7;1;PE;STORE;0;;;;
1502010326;20196020;150;08/03/2013;1;8;;;;;;;;;;;67;1;PE;STORE;0;;;;
1502010326;20180042;150;22/09/2012;0;0;;;;;;;54;0;;;54;0;AH;STORE;0;;;;
1502010326;20178972;150;12/09/2012;1;0;;;;;;;75;1;;;75;1;AH;STORE;0;;;;
1502010326;10077093;150;21/06/2013;0;0;;;;;;;;;;;0;0;PE;STORE;0;;;;
1502010326;10067821;150;10/11/2012;3;98;2;45.5;1;31.5;;;;;;;77;1;AH;STORE;0;;;;
1502010326;10052851;43;10/07/2013;5;0;;;1;22.5;;;38;1;;;217.2;1;PE;STORE;1;;;;
1502010339;20179061;150;13/09/2012;1;0;;;;;;;65;1;;;65;1;AH;STORE;0;;;;
1502010339;20179057;150;13/09/2012;5;0;4;89.6;;;;;;;;;178.6;1;AH;STORE;0;;;;
1502010414;20180166;150;24/09/2012;2;0;;;1;25;1;39;;;;;64;1;AH;STORE;0;;;;
1502010538;20183033;150;26/10/2012;1;0;;;;;;;;;;;97.3;1;AH;STORE;0;;;;
1502010586;20184058;150;05/11/2012;3;0;;;1;45;;;;;;;243;1;AH;STORE;0;;;;
1502010627;20184909;150;13/11/2012;4;121.8;;;;;;;284.2;4;;;284.2;1;AH;STORE;0;;;;
1502010663;20185235;150;16/11/2012;1;0;1;49;;;;;;;;;49;1;AH;STORE;0;;;;
1502010667;20185247;150;16/11/2012;1;0;;;;;1;39;;;;;39;1;AH;STORE;0;;;;
1502010711;20198285;150;13/04/2013;2;0;2;68;;;;;;;;;68;1;PE;STORE;0;;;;
1502010711;20208016;150;10/08/2013;2;0;;;;;;;;;;;84;1;AH;STORE;0;;;;
1502010711;20197692;150;04/04/2013;1;0;;;1;25;;;;;;;25;1;PE;STORE;0;;;;
1502010711;20208015;150;10/08/2013;3;0;;;2;37;;;65;1;;;102;1;AH;STORE;0;;;;
1502010711;20185680;150;21/11/2012;2;20;1;19;;;;;;;;;58;1;AH;STORE;0;;;;
1502010711;10082269;150;14/08/2013;0;0;;;;;;;0;0;;;0;0;AH;STORE;0;;;;
1502010803;10068830;150;12/12/2012;0;0;;;;;;;;;;;0;0;AH;STORE;0;;;;
1502010803;20187588;150;12/12/2012;5;46.2;;;;;;;83.2;2;2;46.4;184.8;1;AH;STORE;0;;;;
1502010830;20187943;150;15/12/2012;2;12.4;;;1;13.6;;;;;;;49.6;1;AH;STORE;0;;;;
1502010953;20196233;150;11/03/2013;1;0;;;;;;;;;;;35;1;PE;STORE;0;;;;
1502010969;20196667;150;19/03/2013;2;0;1;45;;;;;;;;;84;1;PE;STORE;0;;;;
1502011065;20197820;150;06/04/2013;1;0;1;35;;;;;;;;;35;1;PE;STORE;0;;;;
1502011065;10086344;150;30/10/2013;6;0;2;88;;;4;116;;;;;204;1;AH;STORE;0;;;;
1502011129;310071909;821;27/04/2013;1;0;;;;;;;;;;;220;1;PE;WEB;0;;;;
1502011129;20199629;150;27/04/2013;1;0;;;;;;;55;1;;;55;1;PE;STORE;0;;;;
1502011144;20199912;150;02/05/2013;2;45;;;;;;;;;1;0;260;1;PE;STORE;0;;;;
1502011167;20200552;150;13/05/2013;1;0;;;;;;;;;;;89;1;PE;STORE;0;;;;
1502011265;20202598;150;13/06/2013;1;0;1;15;;;;;;;;;15;1;PE;STORE;0;;;;
1502011357;20208855;150;05/09/2013;2;0;;;1;25;;;;;;;84;1;AH;STORE;0;;;;
1502011410;20209814;150;17/09/2013;3;0;1;39;;;;;;;;;163;1;AH;STORE;0;;;;
1502011417;20209930;150;18/09/2013;1;0;;;1;17;;;;;;;17;1;AH;STORE;0;;;;
8031000060;10018249;803;28/09/2012;2;56.4;;;;;;;;;;;131.6;1;AH;STORE;0;;;;
8031000060;10015158;803;04/05/2012;1;7.8;;;;;;;;;1;31.2;31.2;1;PE;STORE;0;;;;
8031000484;10023959;803;27/07/2013;1;0;1;19.5;;;;;;;;;19.5;1;PE;STORE;1;;;;
8031000484;10014372;803;21/03/2012;1;0;;;;;;;;;;;174.3;1;PE;STORE;0;;;;
8031000484;10014358;803;20/03/2012;1;0;;;;;1;59;;;;;59;1;PE;STORE;0;;;;
8031000491;10018544;803;18/10/2012;1;0;;;;;;;;;;;139.3;1;AH;STORE;0;;;;
8031000972;10017406;803;07/08/2012;3;0;;;;;1;14.9;29.9;1;;;74.7;1;AH;STORE;0;;;;
8031000972;10017240;803;02/08/2012;1;0;;;1;19.9;;;;;;;19.9;1;AH;STORE;0;;;;
8031000972;10017148;803;31/07/2012;1;0;;;;;;;;;;;19.9;1;PE;STORE;1;;;;
8031000972;10015535;803;31/05/2012;1;20.7;;;;;;;;;;;48.3;1;PE;STORE;0;;;;
8031000972;10015304;803;16/05/2012;1;0;;;;;;;;;;;69;1;PE;STORE;0;;;;
8031000972;10014724;803;11/04/2012;1;20.7;;;;;;;;;;;48.3;1;PE;STORE;0;;;;
8031000972;10013779;803;11/02/2012;1;0;;;;;;;;;1;10;10;1;AH;STORE;1;;;;
8031000972;10013084;803;14/01/2012;1;2.7;1;24.3;;;;;;;;;24.3;1;AH;STORE;1;;;;
8031000999;10025727;803;19/11/2013;2;0;;;;;;;;;1;45;124;1;AH;STORE;0;;;;
8031001100;10026046;803;07/12/2013;2;31.2;;;2;72.8;;;;;;;72.8;1;AH;STORE;0;;;;
8031001100;10025090;803;02/10/2013;2;0;1;55.2;;;;;;;;;114.2;1;AH;STORE;0;;;;
8031001100;10021977;803;20/04/2013;2;46.2;;;;;;;62.3;1;;;107.8;1;PE;STORE;0;;;;
8031001100;10019863;803;05/01/2013;1;26.7;1;62.3;;;;;;;;;62.3;1;AH;STORE;0;;;;
8031001100;10019861;803;05/01/2013;1;26.7;;;;;;;;;;;62.3;1;AH;STORE;0;;;;
8031001100;10019821;803;02/01/2013;-1;-47.6;;;;;;;-71.4;-1;;;-71.4;-1;AH;STORE;0;;;;
8031001100;10019773;803;29/12/2012;3;108.8;;;;;;;161.7;2;1;22.5;184.2;1;AH;STORE;0;;;;
8031001100;10016823;803;21/07/2012;1;14.9;;;;;;;35;1;;;35;1;PE;STORE;1;;;;
8031001100;10016821;803;21/07/2012;2;69.8;;;;;;;70;2;;;70;1;PE;STORE;1;;;;
8031001100;10015440;803;25/05/2012;1;0;;;;;;;66.5;1;;;66.5;1;PE;STORE;0;;;;
8031001100;10013959;803;23/02/2012;2;29.7;1;67.15;;;;;101.15;1;;;168.3;1;AH;STORE;1;;;;
8031001130;10023827;803;23/07/2013;1;0;;;;;;;;;;;55.6;1;PE;STORE;1;;;;
8031001130;10017418;803;08/08/2012;1;0;;;;;;;;;1;14.9;14.9;1;AH;STORE;0;;;;
8031001187;310011485;821;09/01/2013;1;19.1;;;;;;;;;;;69.9;1;AH;WEB;1;;;;
8031001216;10020817;803;06/02/2013;2;0;1;14.9;1;14.9;;;;;;;29.8;1;AH;STORE;1;;;;
8031001228;10025465;803;29/10/2013;1;0;1;41.3;;;;;;;;;41.3;1;AH;STORE;0;;;;
8031001228;10023300;803;04/07/2013;1;0;;;;;;;;;;;47.6;1;PE;STORE;1;;;;
8031001228;10019609;803;22/12/2012;1;0;;;1;45;;;;;;;45;1;AH;STORE;0;;;;
8031001228;10018640;803;24/10/2012;1;0;;;1;31.5;;;;;;;31.5;1;AH;STORE;0;;;;
8031001314;10024859;803;19/09/2013;1;17.85;1;101.15;;;;;;;;;101.15;1;AH;STORE;0;;;;
8031001314;10013215;803;20/01/2012;3;0;2;85;;;;;;;1;39;124;1;AH;STORE;1;;;;
8031001370;10014018;803;25/02/2012;2;14.85;;;1;29;;;84.15;1;;;113.15;1;AH;STORE;1;;;;
8031001371;10014032;803;28/02/2012;1;8.85;1;50.15;;;;;;;;;50.15;1;AH;STORE;1;;;;
8031001371;10015145;803;04/05/2012;1;7.8;;;;;;;;;1;31.2;31.2;1;PE;STORE;0;;;;
8031001387;10014698;803;10/04/2012;2;31.2;1;45.5;;;;;;;1;27.3;72.8;1;PE;STORE;0;;;;
8031001387;10014242;803;14/03/2012;0;0;;;;;;;;;;;0;0;PE;STORE;0;;;;
8031001496;10017975;803;13/09/2012;1;23.7;;;;;;;;;;;55.3;1;AH;STORE;0;;;;
8031001496;10015315;803;18/05/2012;0;0;;;;;;;;;;;0;0;PE;STORE;0;;;;
8031001519;10067598;47;13/07/2012;3;0;2;64.8;;;1;19.9;;;;;84.7;1;PE;STORE;1;;;;
8031001519;10026347;803;22/12/2013;2;19.5;;;;;;;;;2;58.5;58.5;1;AH;STORE;0;;;;
8031001519;10026344;803;22/12/2013;2;54.5;;;;;;;;;;;173.5;1;AH;STORE;0;;;;
8031001519;10019906;803;09/01/2013;3;0;3;124.7;;;;;;;;;124.7;1;AH;STORE;1;;;;
8031001519;10019742;803;28/12/2012;3;79.2;3;119.8;;;;;;;;;119.8;1;AH;STORE;0;;;;
8031001519;10019016;803;17/11/2012;1;12;1;67;;;;;;;;;67;1;AH;STORE;0;;;;
8031001519;10019015;803;17/11/2012;2;19;1;65;1;0;;;;;;;65;1;AH;STORE;0;;;;
8031001519;10017720;803;28/08/2012;3;29.35;1;47.2;1;31.2;;;;;;;133.65;1;AH;STORE;0;;;;
8031001519;10015457;803;26/05/2012;3;0;1;38.5;1;39;;;;;;;125.8;1;PE;STORE;0;;;;
8031001520;10026211;803;18/12/2013;0;0;0;0;;;;;;;;;0;0;AH;STORE;0;;;;
8031001520;10026131;803;13/12/2013;3;0;2;138;;;;;;;;;247;1;AH;STORE;0;;;;
8031001520;10015460;803;26/05/2012;1;0;;;1;45;;;;;;;45;1;PE;STORE;0;;;;
8031001520;10025893;803;30/11/2013;2;0;1;65;;;;;;;;;154;1;AH;STORE;0;;;;
8031001544;10018531;803;18/10/2012;1;0;;;1;34.3;;;;;;;34.3;1;AH;STORE;0;;;;
8031001544;10015729;803;14/06/2012;0;0;;;;;;;;;;;0;0;PE;STORE;0;;;;
8031001570;10016171;803;05/07/2012;1;0;;;;;;;39.9;1;;;39.9;1;PE;STORE;1;;;;
8031001579;10016300;803;07/07/2012;2;0;;;1;19.9;1;34.9;;;;;54.8;1;PE;STORE;1;;;;
8031001608;10016571;803;16/07/2012;2;8.96;1;27.92;1;7.92;;;;;;;35.84;1;PE;STORE;1;;;;
8031001640;10077232;47;09/01/2013;1;0;;;;;;;;;;;79.9;1;AH;STORE;1;;;;
8031001640;10070829;47;29/08/2012;2;0;1;24.9;;;;;;;;;44.8;1;AH;STORE;0;;;;
8031001640;10016870;803;24/07/2012;1;0;1;14.9;;;;;;;;;14.9;1;PE;STORE;1;;;;
8031001662;10017003;803;27/07/2012;2;0;2;49.8;;;;;;;;;49.8;1;PE;STORE;1;;;;
8031001708;10017399;803;07/08/2012;2;0;2;49.8;;;;;;;;;49.8;1;AH;STORE;0;;;;
8031001769;10017951;803;11/09/2012;0;0;;;;;;;;;;;0;0;AH;STORE;0;;;;
8031001782;10022462;803;28/05/2013;1;0;;;;;;;;;1;65;65;1;PE;STORE;0;;;;
8031001782;10018061;803;18/09/2012;2;0;;;;;;;85;1;1;69;154;1;AH;STORE;0;;;;
8031001824;10049059;43;13/02/2013;1;5.98;1;23.92;;;;;;;;;23.92;1;AH;STORE;1;;;;
8031001824;10018525;803;17/10/2012;1;0;;;;;;;;;;;89;1;AH;STORE;0;;;;
8031001894;10019333;803;12/12/2012;2;0;;;;;;;;;1;39;108;1;AH;STORE;0;;;;
8031001894;10019332;803;12/12/2012;0;0;;;;;;;0;0;;;0;0;AH;STORE;0;;;;
8031001894;10019239;803;06/12/2012;1;0;;;;;;;129;1;;;129;1;AH;STORE;0;;;;
8031001911;10019416;803;15/12/2012;1;25.8;;;;;;;;;;;103.2;1;AH;STORE;0;;;;
8031001931;10019603;803;22/12/2012;4;65;4;219;;;;;;;;;219;1;AH;STORE;0;;;;
8031001958;10020220;803;15/01/2013;0;0;;;;;;;;;;;0;0;AH;STORE;1;;;;
8031002007;10021151;803;21/02/2013;0;0;;;;;;;;;;;0;0;PE;STORE;0;;;;
8031002026;10022323;803;18/05/2013;2;12;1;83;;;;;;;1;0;83;1;PE;STORE;0;;;;
8031002026;10021354;803;09/03/2013;1;33;;;;;;;;;;;187;1;PE;STORE;0;;;;
8031002052;10021716;803;04/04/2013;4;0;1;65;;;;;;;3;143;208;1;PE;STORE;0;;;;
8031002064;10021843;803;13/04/2013;2;55.2;1;52.5;;;;;76.3;1;;;128.8;1;PE;STORE;0;;;;
8031002202;10023842;803;23/07/2013;2;0;1;39;1;23.4;;;;;;;62.4;1;PE;STORE;1;;;;
8031002321;10025220;803;11/10/2013;1;0;1;85;;;;;;;;;85;1;AH;STORE;0;;;;
8031002375;10025675;803;15/11/2013;2;45.6;2;182.4;;;;;;;;;182.4;1;AH;STORE;0;;;;
8031002434;10026262;803;21/12/2013;1;21.8;;;;;;;87.2;1;;;87.2;1;AH;STORE;0;;;;
8031002468;10026402;803;24/12/2013;4;0;4;326;;;;;;;;;326;1;AH;STORE;0;;;;
8041000003;10013418;804;05/12/2013;2;38.4;2;89.6;;;;;;;;;89.6;1;AH;STORE;0;;;;
8041000003;10010849;804;16/04/2013;2;0;;;2;84;;;;;;;84;1;PE;STORE;0;;;;
8041000003;10009288;804;19/12/2012;1;0;;;1;39;;;;;;;39;1;AH;STORE;0;;;;
8041000026;10007996;804;07/08/2012;1;0;;;;;1;14.9;;;;;14.9;1;AH;STORE;0;;;;
8041000093;10013227;804;09/11/2013;1;13;1;52;;;;;;;;;52;1;AH;STORE;0;;;;
8041000093;10012878;804;27/09/2013;1;20.7;1;48.3;;;;;;;;;48.3;1;AH;STORE;0;;;;
8041000093;10008492;804;27/09/2012;2;43.2;2;100.8;;;;;;;;;100.8;1;AH;STORE;0;;;;
8041000093;10006149;804;30/03/2012;1;0;1;65;;;;;;;;;65;1;PE;STORE;0;;;;
8041000093;10006044;804;14/03/2012;1;0;1;65;;;;;;;;;65;1;PE;STORE;0;;;;
8041000138;10011708;804;11/07/2013;1;0;1;42.5;;;;;;;;;42.5;1;PE;STORE;1;;;;
8041000138;10006345;804;20/04/2012;2;10;2;110;;;;;;;;;110;1;PE;STORE;0;;;;
8041000443;10011525;804;03/07/2013;2;0;2;65;;;;;;;;;65;1;PE;STORE;1;;;;
8041000443;10010049;804;30/01/2013;1;0;;;;;;;;;;;49.9;1;AH;STORE;1;;;;
8041000443;10007011;804;30/06/2012;1;0;;;;;;;49.9;1;;;49.9;1;PE;STORE;1;;;;
8041000512;10033481;57;29/10/2012;1;0;;;;;;;;;;;199;1;AH;STORE;0;;;;
8041000649;10013338;804;28/11/2013;1;29.7;1;69.3;;;;;;;;;69.3;1;AH;STORE;0;;;;
8041000649;10013212;804;07/11/2013;1;0;1;69;;;;;;;;;69;1;AH;STORE;0;;;;
8041000649;10012949;804;02/10/2013;1;0;1;52;;;;;;;;;52;1;AH;STORE;0;;;;
8041000649;10012809;804;18/09/2013;1;0;;;;;;;;;1;35;35;1;AH;STORE;0;;;;
8041000649;10012768;804;12/09/2013;1;19.8;1;79.2;;;;;;;;;79.2;1;AH;STORE;0;;;;
8041000649;10012756;804;12/09/2013;1;23.8;;;;;;;;;;;95.2;1;AH;STORE;0;;;;
8041000649;10012755;804;12/09/2013;1;25.8;;;;;;;;;;;103.2;1;AH;STORE;0;;;;
8041000649;10012626;804;27/08/2013;1;10.35;1;58.65;;;;;;;;;58.65;1;AH;STORE;0;;;;
8041000649;10011218;804;13/06/2013;1;11.7;;;1;27.3;;;;;;;27.3;1;PE;STORE;0;;;;
8041000649;10011116;804;24/05/2013;1;0;;;1;35;;;;;;;35;1;PE;STORE;0;;;;
8041000649;10010748;804;28/03/2013;4;0;2;118.5;2;68.6;;;;;;;187.1;1;PE;STORE;0;;;;
8041000649;10010684;804;22/03/2013;1;24;1;35;;;;;;;;;35;1;PE;STORE;0;;;;
8041000649;10010355;804;16/02/2013;1;5.98;1;23.92;;;;;;;;;23.92;1;AH;STORE;1;;;;
8041000649;10011105;804;22/05/2013;2;0;1;95;;;;;;;1;0;95;1;PE;STORE;0;;;;
8041000649;10010047;804;30/01/2013;1;5;;;;;;;;;1;14.9;14.9;1;AH;STORE;1;;;;
8041000649;10009343;804;23/12/2012;2;0;1;65;;;;;;;1;39;104;1;AH;STORE;0;;;;
8041000649;10009110;804;06/12/2012;1;0;;;;;;;;;1;39;39;1;AH;STORE;0;;;;
8041000649;10009013;804;24/11/2012;1;8;1;61;;;;;;;;;61;1;AH;STORE;0;;;;
8041000649;10012702;804;06/09/2013;1;12;;;;;;;;;1;27;27;1;AH;STORE;0;;;;
8041000649;10008859;804;07/11/2012;1;20.7;1;48.3;;;;;;;;;48.3;1;AH;STORE;0;;;;
8041000649;10008674;804;16/10/2012;1;0;1;69;;;;;;;;;69;1;AH;STORE;0;;;;
8041000649;10008575;804;02/10/2012;1;19.5;1;45.5;;;;;;;;;45.5;1;AH;STORE;0;;;;
8041000649;10008321;804;05/09/2012;1;4.35;;;1;24.65;;;;;;;24.65;1;AH;STORE;0;;;;
8041000649;10008214;804;28/08/2012;1;12;;;1;33;;;;;;;33;1;AH;STORE;0;;;;
8041000649;10008043;804;08/08/2012;1;0;1;19.9;;;;;;;;;19.9;1;AH;STORE;0;;;;
8041000649;10007677;804;27/07/2012;4;0;2;54.8;;;1;14.9;;;;;99.6;1;PE;STORE;1;;;;
8041000649;10007132;804;06/07/2012;1;7;1;72.9;;;;;;;;;72.9;1;PE;STORE;1;;;;
8041000649;10006919;804;29/06/2012;1;2.99;1;26.91;;;;;;;;;26.91;1;PE;STORE;1;;;;
8041000649;10006630;804;31/05/2012;1;8.7;;;1;20.3;;;;;;;20.3;1;PE;STORE;0;;;;
8041000649;10006603;804;29/05/2012;1;40;;;;;;;;;;;19;1;PE;STORE;0;;;;
8041000649;10006559;804;23/05/2012;1;0;;;1;39;;;;;;;39;1;PE;STORE;0;;;;
8041000649;10006480;804;10/05/2012;1;0;;;1;35;;;;;;;35;1;PE;STORE;0;;;;
8041000649;10006109;804;24/03/2012;1;0;1;75;;;;;;;;;75;1;PE;STORE;0;;;;
8041000649;10006042;804;14/03/2012;1;0;1;65;;;;;;;;;65;1;PE;STORE;0;;;;
8041000649;10005922;804;02/03/2012;1;8.85;1;50.15;;;;;;;;;50.15;1;PE;STORE;0;;;;
8041000649;10005890;804;28/02/2012;1;5.25;;;1;29.75;;;;;;;29.75;1;AH;STORE;1;;;;
8041000649;10005823;804;21/02/2012;1;12;1;53;;;;;;;;;53;1;AH;STORE;1;;;;
8041000649;10005456;804;26/01/2012;1;0;;;1;49;;;;;;;49;1;AH;STORE;1;;;;
8041000847;10013643;804;22/12/2013;1;13;;;;;;;;;1;52;52;1;AH;STORE;0;;;;
8041000847;10013065;804;21/10/2013;1;0;1;55.3;;;;;;;;;55.3;1;AH;STORE;0;;;;
8041000847;10012828;804;21/09/2013;1;12;1;57;;;;;;;;;57;1;AH;STORE;0;;;;
8041000847;10011910;804;20/07/2013;1;0;;;1;19.5;;;;;;;19.5;1;PE;STORE;1;;;;
8041000847;10011244;804;15/06/2013;2;29.1;;;2;54.9;;;;;;;54.9;1;PE;STORE;0;;;;
8041000847;10011106;804;22/05/2013;1;0;;;1;39;;;;;;;39;1;PE;STORE;0;;;;
8041000847;10010927;804;27/04/2013;2;12;;;2;58;;;;;;;58;1;PE;STORE;0;;;;
8041000847;10010713;804;23/03/2013;1;0;1;41.3;;;;;;;;;41.3;1;PE;STORE;0;;;;
8041000847;10010137;804;02/02/2013;2;0;1;29.9;;;;;;;1;39.9;69.8;1;AH;STORE;1;;;;
8041000847;10009494;804;05/01/2013;1;17.7;1;41.3;;;;;;;;;41.3;1;AH;STORE;0;;;;
8041000847;10009235;804;15/12/2012;1;9;;;;;;;;;1;36;36;1;AH;STORE;0;;;;
8041000847;10009229;804;14/12/2012;1;0;;;1;29;;;;;;;29;1;AH;STORE;0;;;;
8041000847;10009101;804;05/12/2012;1;8;;;;;;;;;1;31;31;1;AH;STORE;0;;;;
8041000847;10008922;804;10/11/2012;1;19.5;1;45.5;;;;;;;;;45.5;1;AH;STORE;0;;;;
8041000847;10008726;804;24/10/2012;1;0;1;45.5;;;;;;;;;45.5;1;AH;STORE;0;;;;
8041000847;10008488;804;26/09/2012;1;12;1;57;;;;;;;;;57;1;AH;STORE;0;;;;
8041000847;10007912;804;03/08/2012;1;0;;;1;9.9;;;;;;;9.9;1;AH;STORE;0;;;;
8041000847;10006966;804;30/06/2012;2;7.98;;;1;26.91;;;44.91;1;;;71.82;1;PE;STORE;1;;;;
8041000847;10006411;804;02/05/2012;1;7.8;;;1;31.2;;;;;;;31.2;1;PE;STORE;0;;;;
8041000847;10006171;804;31/03/2012;2;0;;;1;45;;;;;;;154;1;PE;STORE;0;;;;
8041000858;10013370;804;30/11/2013;1;8;1;77;;;;;;;;;77;1;AH;STORE;0;;;;
8041000858;10010828;804;13/04/2013;1;10.5;;;1;24.5;;;;;;;24.5;1;PE;STORE;0;;;;
