ID_CLIENT;CIVILITE;DATE_NAIS;DATE_CREATION;CODE_POSTAL;FLAG_EMAIL;FLAG_MOBILE;NB_ENFANT;OPTIN_EMAIL;OPTIN_SMS;FLAG_ADRESSE;NPAI_ADRESSE
8501001072;2;;11/12/2010;64210;0;1;;;;;
8501001084;2;;16/12/2010;40220;0;1;;;;;
8501001378;2;;31/03/2011;40000;0;1;;;;;
8501001390;2;;02/04/2011;40360;0;1;;;;;
8501001415;2;;13/04/2011;91400;1;0;;;;;
8501001632;2;;11/07/2011;40300;0;1;;;;;
8501001644;2;;15/07/2011;64000;0;1;;;;;
8501001651;2;;16/07/2011;64100;0;0;;;;;
8501001659;2;;19/07/2011;64100;0;1;;;;;
8501001775;2;;22/09/2011;64100;0;1;;;;;
8501001849;2;;20/10/2011;64100;0;1;;;;;
8501001887;2;;27/10/2011;59000;0;0;;;;;
8501001897;2;;28/10/2011;64100;1;1;;;;;
8501001932;2;;12/11/2011;.;0;1;;;;;
8501001960;2;;28/11/2011;64990;1;1;;;;;
8501002161;2;;05/04/2012;64100;0;1;;;;;
8501002211;2;;27/04/2012;64990;1;0;;;;;
8501002456;2;;04/08/2012;64600;1;0;;;;;
8501002465;2;;06/08/2012;64100;1;1;;;;;
8501002513;2;;24/08/2012;64200;0;1;;;;;
8501002520;2;;25/08/2012;40350;1;0;;;;;
8501002596;2;;15/09/2012;64520;0;1;;;;;
8501002620;2;;25/09/2012;64600;1;0;;;;;
8501002858;2;;15/12/2012;64100;1;0;;;;;
8501002881;2;;20/12/2012;64100;1;0;;;;;
8501002890;2;;22/12/2012;40100;1;1;;;;;
8501002895;2;;22/12/2012;64600;1;0;;;;;
8501002907;2;;26/12/2012;64122;0;1;;;;;
8501002940;2;;26/01/2013;64100;0;1;;;;;
8501002954;2;;30/01/2013;40220;1;1;;;;;
8501003104;2;;13/04/2013;64240;1;0;;;;;
8501003106;2;;13/04/2013;64100;1;0;;;;;
8501003269;2;;04/07/2013;64120;1;0;;;;;
8501003402;2;;21/09/2013;33320;1;0;;;;;
8501003652;2;;31/12/2013;64100;0;1;;;;;
8501003658;2;;11/01/2014;64300;1;1;;;;;
8510336784;2;;13/12/2008;17200;0;0;;;;;
8510336806;2;;19/12/2008;79170;0;0;;;;;
8510343491;2;;22/01/2009;59494;0;0;;;;;
8510343614;1;;09/03/2009;79370;0;0;;;;;
8510343622;2;04/08/1948;13/03/2009;86000;1;1;;;;;
8510343635;2;;28/03/2009;86000;0;1;;;;;
8510343650;3;;03/04/2009;86180;1;0;;;;;
8510343701;2;;22/04/2009;86180;0;0;;;;;
8510343723;2;;28/04/2009;68210;1;0;;;;;
8510343789;1;07/04/1989;18/05/2009;86360;0;0;;;;;
8510343813;2;;25/05/2009;86180;1;0;;;;;
8510343855;3;17/08/1985;11/06/2009;31200;1;1;;;;;
8510343872;2;;13/06/2009;86000;1;1;;;;;
8510344004;2;;26/08/2009;86100;1;0;;;;;
8510344030;3;;07/09/2009;49450;1;1;;;;;
8510344035;3;18/11/1989;09/09/2009;16410;0;0;;;;;
8510344049;3;05/08/1995;12/09/2009;79000;1;1;;;;;
8510344060;3;;16/09/2009;86100;1;1;;;;;
8510344125;2;28/10/1959;10/10/2009;86000;0;0;;;;;
8510344163;2;24/09/1971;24/10/2009;50290;0;1;;;;;
8510344165;3;27/09/1983;26/10/2009;79100;1;1;;;;;
8510344187;2;01/02/1971;03/11/2009;86340;1;0;;;;;
8510344195;3;22/07/1988;06/11/2009;31000;1;1;;;;;
8510344238;2;;23/11/2009;86320;1;0;;;;;
8511000010;2;;05/12/2009;86240;0;0;;;;;
8511000025;2;;11/12/2009;86400;1;0;;;;;
8511000104;3;01/07/1991;19/01/2010;86580;1;1;;;;;
8511000150;2;15/09/1964;03/02/2010;86130;0;1;;;;;
8511000185;3;21/07/1981;18/02/2010;86000;1;1;;;;;
8511000301;3;;10/04/2010;86000;1;1;;;;;
8511000320;2;;21/04/2010;86000;1;0;;;;;
8511000378;3;;14/05/2010;86000;0;1;;;;;
8511000391;3;;17/05/2010;86550;1;1;;;;;
8511000408;3;;21/05/2010;86340;1;1;;;;;
8511000419;2;13/10/1966;28/05/2010;.;1;1;;;;;
8511000462;2;15/06/1963;17/06/2010;36370;0;1;;;;;
8511000483;3;13/10/1990;08/07/2010;86000;0;1;;;;;
8511000575;3;;04/08/2010;86000;1;1;;;;;
8511000670;3;;23/09/2010;86000;1;1;;;;;
8511000742;2;;15/10/2010;86000;0;0;;;;;
8511000767;2;01/10/1979;23/10/2010;86000;0;1;;;;;
8511000779;2;;27/10/2010;86130;1;0;;;;;
8511000877;2;28/01/1957;02/12/2010;79000;1;0;;;;;
8511000972;2;;31/12/2010;86180;0;1;;;;;
8511000987;2;;17/01/2011;86000;1;1;;;;;
8511001022;3;;22/01/2011;15130;1;1;;;;;
8511001042;2;;24/01/2011;86190;0;1;;;;;
8511001048;3;09/09/1988;25/01/2011;86000;0;1;;;;;
8511001082;2;;29/01/2011;86000;1;0;;;;;
8511001083;2;;29/01/2011;86340;0;0;;;;;
8511001091;2;;29/01/2011;86240;0;1;;;;;
8511001121;3;21/06/1994;04/02/2011;86440;0;1;;;;;
8511001129;2;17/04/1962;05/02/2011;16590;1;0;;;;;
8511001216;3;;18/03/2011;86000;1;0;;;;;
8511001223;3;30/06/1983;19/03/2011;86000;1;0;;;;;
8511001241;2;;04/04/2011;86280;1;0;;;;;
8511001270;2;;13/04/2011;86210;1;0;;;;;
8511001284;3;10/06/1985;19/04/2011;86000;1;0;;;;;
8511001324;2;;07/05/2011;86300;1;0;;;;;
8511001340;3;16/03/1991;13/05/2011;86300;1;0;;;;;
8511001379;3;21/03/1978;31/05/2011;86000;0;0;;;;;
8511001536;3;;11/07/2011;86550;1;0;;;;;
8511001551;2;;14/07/2011;79370;1;0;;;;;
8511001628;2;01/11/1955;28/07/2011;86550;1;0;;;;;
8511001686;2;;30/08/2011;86000;1;1;;;;;
8511001696;3;10/06/1989;06/09/2011;17220;1;1;;;;;
8511001723;3;;19/09/2011;86000;1;0;;;;;
8511001838;2;09/06/1977;18/11/2011;86000;1;0;;;;;
8511001864;2;;05/12/2011;86000;1;0;;;;;
8511001875;2;21/07/1956;14/12/2011;86580;1;0;;;;;
8511001947;2;;21/01/2012;86000;0;1;;;;;
8511001950;2;17/11/1981;21/01/2012;86000;0;1;;;;;
8511001971;2;20/11/1971;26/01/2012;86000;0;1;;;;;
8511001989;3;06/08/1991;30/01/2012;17220;1;1;;;;;
8511002052;2;;15/02/2012;86190;1;1;;;;;
8511002113;2;;06/03/2012;86600;0;0;;;;;
8511002142;3;;17/03/2012;16000;1;0;;;;;
8511002157;2;12/05/1995;24/03/2012;86800;1;1;;;;;
8511002174;2;;31/03/2012;86000;1;1;;;;;
8511002185;2;;04/04/2012;86000;1;0;;;;;
8511002219;2;;17/04/2012;79510;1;0;;;;;
8511002234;2;25/05/1961;20/04/2012;86280;1;0;;;;;
8511002251;2;;28/04/2012;79000;1;0;;;;;
8511002349;2;;13/06/2012;86180;0;1;;;;;
8511002408;2;;04/07/2012;86380;0;1;;;;;
8511002439;2;;09/07/2012;49300;0;1;;;;;
8511002470;2;;13/07/2012;79340;1;1;;;;;
8511002472;2;;13/07/2012;86550;1;1;;;;;
8511002502;2;;24/07/2012;86490;1;0;;;;;
8511002526;2;;28/07/2012;86000;1;0;;;;;
8511002534;2;;30/07/2012;86600;0;1;;;;;
8511002576;2;09/07/1984;17/08/2012;86280;1;0;;;;;
8511002646;2;;19/09/2012;86360;1;1;;;;;
8511002730;2;;24/10/2012;86360;1;0;;;;;
8511002733;2;;26/10/2012;86000;1;0;;;;;
8511002768;2;;03/11/2012;37200;0;1;;;;;
8511002885;2;;23/12/2012;86360;0;1;;;;;
8511002896;2;;28/12/2012;86300;0;1;;;;;
8511002945;2;;08/02/2013;16490;0;1;;;;;
8511003090;2;;07/05/2013;86250;1;0;;;;;
8511003132;2;06/08/1968;06/06/2013;17770;1;1;;;;;
8511003265;2;;18/07/2013;79110;1;1;;;;;
8511003305;2;;26/07/2013;86000;1;0;;;;;
8511003430;2;;22/10/2013;86240;1;0;;;;;
8511003461;2;;09/11/2013;86000;0;0;;;;;
8511003467;2;28/07/1973;09/11/2013;86210;1;0;;;;;
8511003477;2;;15/11/2013;85490;1;1;;;;;
8530336837;1;17/01/1978;29/11/2008;74930;0;1;;;;;
8530336851;2;;04/12/2008;74100;0;0;;;;;
8530336875;2;;12/12/2008;74140;0;1;;;;;
8530355520;1;11/08/1976;29/01/2009;74490;1;0;;;;;
8530355528;2;;04/02/2009;74140;1;0;;;;;
8530355605;2;04/04/1954;12/03/2009;74100;0;0;;;;;
8530355764;2;24/05/1970;26/05/2009;01208;0;0;;;;;
8530355787;2;30/11/2009;04/06/2009;74140;1;0;;;;;
8530355852;2;15/11/1975;16/06/2009;74140;1;0;;;;;
8530355862;2;;11/07/2009;74100;1;0;;;;;
8530355902;3;;29/07/2009;93100;1;0;;;;;
8530355950;2;30/06/1952;27/08/2009;74100;0;1;;;;;
8530355965;2;01/12/1983;01/09/2009;74100;1;0;;;;;
8530356143;3;25/12/1968;27/10/2009;01208;0;0;;;;;
8530356193;2;18/04/1949;05/11/2009;74700;0;1;;;;;
8530356213;2;07/12/1982;13/11/2009;74100;0;1;;;;;
8530356215;3;;13/11/2009;.;0;0;;;;;
8530356220;2;08/07/1966;14/11/2009;74380;0;1;;;;;
8531000053;2;;07/01/2010;74100;1;1;;;;;
8531000054;2;04/10/1970;08/01/2010;74100;1;1;;;;;
8531000066;2;;12/01/2010;01220;1;1;;;;;
8531000068;2;01/04/1968;14/01/2010;25400;0;1;;;;;
8531000161;2;;05/02/2010;74100;1;0;;;;;
8531000229;2;08/02/1990;12/03/2010;74300;1;1;;;;;
8531000230;2;;12/03/2010;74140;1;1;;;;;
8531000233;2;09/07/1982;15/03/2010;74100;0;1;;;;;
8531000304;2;30/06/1962;28/04/2010;74240;1;0;;;;;
8531000324;2;24/01/1961;10/05/2010;74140;0;1;;;;;
8531000381;2;01/07/1994;21/08/2010;74100;0;1;;;;;
8531000442;2;;15/10/2010;73000;0;1;;;;;
8531000525;2;25/08/1950;08/11/2010;74190;1;1;;;;;
8531000640;2;;20/01/2011;64520;1;1;;;;;
8531000654;2;07/10/1968;29/01/2011;74130;0;1;;;;;
8531000772;2;;09/03/2011;74240;1;1;;;;;
8531000774;2;;10/03/2011;74800;1;1;;;;;
8531000780;3;;12/03/2011;74930;1;1;;;;;
8531000815;2;;01/04/2011;74100;1;0;;;;;
8531001173;2;;29/10/2011;74100;1;0;;;;;
8531001237;2;;02/12/2011;74380;0;0;;;;;
8531001306;2;;12/01/2012;74100;1;0;;;;;
8531001313;2;;12/01/2012;74460;0;1;;;;;
8531001449;3;;18/02/2012;74100;1;0;;;;;
8531001710;2;;19/05/2012;74100;0;1;;;;;
8531001735;2;;26/05/2012;74930;1;0;;;;;
8531001815;2;;27/06/2012;74100;1;0;;;;;
8531001926;2;;20/07/2012;74100;0;1;;;;;
8531001928;2;;20/07/2012;74100;1;0;;;;;
8531001950;2;;25/07/2012;74450;0;1;;;;;
8531001961;2;;28/07/2012;74100;1;1;;;;;
8531002087;2;;06/09/2012;74270;1;1;;;;;
8531002197;2;;26/10/2012;74240;1;1;;;;;
8531002240;2;;10/11/2012;74140;1;1;;;;;
8531002343;2;;09/01/2013;74100;0;1;;;;;
8531002362;2;;15/01/2013;.;1;1;;;;;
8531002368;2;;18/01/2013;74160;1;1;;;;;
8531002571;2;;22/06/2013;74100;1;1;;;;;
8531002634;2;23/09/1983;09/10/2013;74100;1;0;;;;;
8531002689;2;20/11/1978;30/11/2013;74160;1;0;;;;;
8531002701;2;;07/12/2013;74100;1;0;;;;;
8540336837;3;25/09/1975;02/12/2008;35520;0;1;;;;;
8540336887;2;11/07/1991;06/12/2008;53960;0;0;;;;;
8540336906;2;;10/12/2008;35000;0;0;;;;;
8540336934;2;;15/12/2008;35480;0;0;;;;;
8540336954;2;;18/12/2008;35000;0;0;;;;;
8540343421;2;05/08/1962;30/12/2008;35131;0;0;;;;;
8540343455;3;20/02/1989;23/01/2009;35000;0;0;;;;;
8540343470;2;02/04/1953;27/01/2009;35740;0;0;;;;;
8540343512;2;28/09/1984;31/01/2009;95870;0;0;;;;;
8540343530;2;08/06/1983;03/02/2009;35000;0;0;;;;;
8540343544;2;12/06/1969;05/02/2009;35000;0;0;;;;;
8540343634;2;;26/02/2009;35700;0;0;;;;;
8540343635;2;25/11/1964;26/02/2009;35470;0;0;;;;;
8540357275;2;13/07/1972;21/03/2009;35740;1;0;;;;;
8540357366;2;15/08/1958;08/04/2009;35410;0;1;;;;;
8540357451;3;03/08/1976;05/05/2009;35510;0;1;;;;;
8540357482;2;07/05/1969;15/05/2009;35170;0;1;;;;;
8540357513;2;07/07/1967;22/05/2009;35131;0;0;;;;;
8540357525;3;27/02/1974;23/05/2009;44700;0;1;;;;;
8540357563;3;01/11/1955;04/06/2009;35200;0;0;;;;;
8540357721;1;11/02/1993;13/08/2009;35000;0;1;;;;;
8540357771;3;17/04/1956;26/08/2009;35120;0;1;;;;;
8540357816;3;18/08/1974;05/09/2009;35510;0;0;;;;;
8540357830;3;04/07/1988;09/09/2009;35700;0;0;;;;;
8540357853;3;14/04/1990;15/09/2009;.;1;0;;;;;
8540357965;3;20/11/1967;10/10/2009;35170;0;1;;;;;
8540357986;3;;17/10/2009;35132;0;1;;;;;
8540358058;3;;31/10/2009;22410;0;1;;;;;
8540358153;3;26/05/1966;25/11/2009;35700;0;0;;;;;
8541000016;2;;16/01/2010;35000;0;1;;;;;
8541000097;2;21/08/1984;06/02/2010;56220;0;0;;;;;
8541000123;2;11/06/1986;17/02/2010;35700;0;0;;;;;
8541000128;2;05/04/1988;19/02/2010;35200;0;0;;;;;
8541000177;2;28/05/1982;06/03/2010;35200;0;0;;;;;
8541000237;2;11/06/1975;19/03/2010;35700;1;1;;;;;
8541000333;2;;03/04/2010;75020;1;1;;;;;
8541000348;2;27/07/1958;08/04/2010;35830;0;1;;;;;
8541000375;2;09/10/1963;14/04/2010;35000;0;1;;;;;
8541000492;2;;10/05/2010;35000;1;1;;;;;
8541000562;2;24/07/1961;20/05/2010;35730;1;0;;;;;
8541000581;2;;22/05/2010;35000;0;0;;;;;
8541000592;2;;22/05/2010;35520;1;1;;;;;
8541000718;2;;11/06/2010;35235;0;1;;;;;
8541000946;2;01/05/1990;07/09/2010;35000;1;1;;;;;
8541001026;2;12/06/1973;21/09/2010;35000;0;1;;;;;
8541001124;2;02/11/1989;09/10/2010;31140;1;0;;;;;
8541001148;2;04/02/1972;16/10/2010;35310;1;1;;;;;
8541001174;3;;23/10/2010;35000;1;0;;;;;
8541001200;2;02/11/1947;27/10/2010;35230;0;1;;;;;
8541001255;2;20/11/1966;03/11/2010;56000;0;1;;;;;
8541001314;2;;13/11/2010;35000;0;0;;;;;
8541001350;2;14/06/1995;20/11/2010;35700;0;1;;;;;
8541001356;2;05/07/1986;24/11/2010;35200;0;1;;;;;
8541001398;1;;03/12/2010;56860;1;0;;;;;
8541001513;3;;27/12/2010;35700;1;1;;;;;
8541001556;2;;13/01/2011;35000;1;1;;;;;
8541001571;2;22/10/1960;18/01/2011;35590;0;1;;;;;
8541001594;2;;21/01/2011;56250;0;1;;;;;
8541001732;3;;10/02/2011;35170;1;1;;;;;
8541001738;2;21/07/1984;11/02/2011;56500;0;1;;;;;
8541001768;2;;14/02/2011;35000;1;0;;;;;
8541001862;2;;28/02/2011;22100;1;1;;;;;
8541001881;3;;03/03/2011;35700;1;1;;;;;
8541001918;2;;09/03/2011;72000;1;1;;;;;
8541001984;2;;22/03/2011;35000;0;1;;;;;
8541001988;2;;22/03/2011;22100;1;1;;;;;
8541001993;2;;23/03/2011;35650;0;1;;;;;
8541002001;2;;24/03/2011;35400;1;1;;;;;
8541002021;2;;28/03/2011;35770;1;1;;;;;
8541002047;2;;02/04/2011;35700;1;1;;;;;
8541002048;2;;02/04/2011;35000;1;1;;;;;
8541002104;2;16/09/1991;14/04/2011;22400;0;1;;;;;
8541002127;2;;19/04/2011;35520;1;1;;;;;
8541002133;2;;19/04/2011;35410;1;1;;;;;
8541002137;2;18/11/1986;19/04/2011;35136;0;1;;;;;
8541002146;2;;21/04/2011;35000;1;0;;;;;
8541002340;2;;04/06/2011;35270;1;1;;;;;
8541002378;2;10/07/1960;11/06/2011;77500;0;0;;;;;
8541002385;2;;11/06/2011;35200;1;0;;;;;
8541002402;2;;18/06/2011;74200;1;1;;;;;
8541002411;2;;24/06/2011;35770;1;1;;;;;
8541002492;2;;05/07/2011;35320;1;0;;;;;
8541002624;2;;23/07/2011;35000;1;0;;;;;
8541002648;2;;16/08/2011;35000;1;1;;;;;
8541002760;3;;09/09/2011;35170;0;1;;;;;
8541002764;3;;09/09/2011;35000;1;1;;;;;
8541002773;3;;10/09/2011;35000;1;1;;;;;
8541002885;2;;31/03/2012;35000;0;1;;;;;
8541002953;2;;05/04/2012;.;0;1;;;;;
8541002973;2;;07/04/2012;35000;1;1;;;;;
8541002996;2;;10/04/2012;35410;1;1;;;;;
8541003009;2;;11/04/2012;35000;0;1;;;;;
8541003125;2;;26/04/2012;35000;0;1;;;;;
8541003271;2;;18/05/2012;35170;1;1;;;;;
8541003303;2;;24/05/2012;35500;0;1;;;;;
8541003397;3;;06/06/2012;93150;0;1;;;;;
8541003480;2;;20/06/2012;35200;1;1;;;;;
8541003534;2;;23/07/2012;94360;0;1;;;;;
8541003538;2;;24/07/2012;.;0;1;;;;;
8541003585;3;;02/08/2012;.;1;1;;;;;
8541003713;2;;04/09/2012;35690;0;0;;;;;
8541003816;2;;24/09/2012;35000;0;1;;;;;
8541004105;2;;30/10/2012;35000;1;0;;;;;
8541004236;2;;21/11/2012;35200;0;1;;;;;
8541004272;3;;24/11/2012;35750;0;1;;;;;
8541004398;2;;10/12/2012;35000;0;1;;;;;
8541004469;2;;17/12/2012;35700;0;1;;;;;
8541004562;3;;30/01/2013;35000;0;1;;;;;
8541004563;3;;30/01/2013;53000;0;1;;;;;
8541004595;2;;02/02/2013;22300;1;0;;;;;
8541004654;2;18/03/1976;14/02/2013;35000;1;1;;;;;
8541004731;3;;05/03/2013;35000;0;1;;;;;
8541004764;2;01/03/1985;09/03/2013;35530;1;1;;;;;
8541004846;2;22/08/1993;29/03/2013;35700;1;1;;;;;
8541004893;2;07/01/1958;10/04/2013;35170;0;0;;;;;
8541005056;2;;15/05/2013;35760;0;1;;;;;
8541005100;2;;23/05/2013;35310;0;1;;;;;
8541005161;2;;01/06/2013;35200;1;0;;;;;
8541005166;2;;03/06/2013;35310;1;1;;;;;
8541005189;2;;07/06/2013;35000;1;0;;;;;
8541005221;2;;15/06/2013;22340;1;0;;;;;
8541005293;2;;16/07/2013;28000;1;1;;;;;
8541005361;2;27/12/2000;23/07/2013;.;1;1;;;;;
8541005458;2;21/03/1984;03/08/2013;.;1;0;;;;;
8541005539;2;;22/08/2013;.;0;0;;;;;
8541005550;2;;24/08/2013;35140;0;1;;;;;
8541005583;2;;31/08/2013;35200;1;0;;;;;
8541005628;2;;09/09/2013;35360;1;0;;;;;
8541005682;2;;20/09/2013;35690;1;0;;;;;
8541005750;2;;03/10/2013;35740;0;0;;;;;
8541005809;2;;14/10/2013;35200;0;1;;;;;
8541005829;2;;19/10/2013;35890;1;1;;;;;
8541005837;2;;19/10/2013;35700;1;1;;;;;
8541005849;2;;21/10/2013;35000;1;0;;;;;
8541005861;2;;23/10/2013;35760;1;1;;;;;
8541005991;2;;14/11/2013;.;0;0;;;;;
8541006017;2;21/09/1945;16/11/2013;35700;0;1;;;;;
8541006022;2;;16/11/2013;35200;0;0;;;;;
8541006082;2;;06/12/2013;35580;0;1;;;;;
8550000508;2;;24/12/2006;12100;0;0;;;;;
8550336638;1;;20/12/2008;12510;1;1;;;;;
8550356083;2;;20/02/2009;12200;0;0;;;;;
8550356091;3;;25/02/2009;12450;0;1;;;;;
8550356374;3;;12/03/2009;12850;1;1;;;;;
8550356407;2;;21/03/2009;.;0;0;;;;;
8550356520;2;;02/05/2009;12000;1;0;;;;;
8550356584;2;;16/05/2009;81000;0;0;;;;;
8550356678;1;;10/06/2009;12170;0;1;;;;;
8550356719;3;;18/06/2009;12390;0;0;;;;;
8550356756;3;;04/07/2009;12000;0;1;;;;;
8550356758;3;;09/07/2009;12000;0;1;;;;;
8550356801;3;;13/08/2009;31620;0;1;;;;;
8550356893;3;;10/09/2009;12450;0;1;;;;;
8550356952;3;;01/10/2009;12000;0;1;;;;;
8551000020;2;;28/10/2009;.;0;0;;;;;
8551000072;2;;14/11/2009;12510;0;1;;;;;
8551000232;2;;21/01/2010;12290;0;0;;;;;
8551000252;2;;26/01/2010;12740;0;1;;;;;
8551000260;2;;27/01/2010;12170;0;1;;;;;
8551000356;2;;19/03/2010;12100;1;1;;;;;
8551000423;2;;20/04/2010;12850;0;1;;;;;
8551000469;2;;14/05/2010;35000;1;0;;;;;
8551000491;2;;21/05/2010;12000;0;1;;;;;
8551000580;2;;17/08/2010;92420;0;1;;;;;
8551000585;2;;19/08/2010;12000;0;1;;;;;
8551000589;2;;21/08/2010;28000;0;1;;;;;
8551000650;2;;25/09/2010;12390;0;1;;;;;
8551000742;2;;09/11/2010;12390;0;1;;;;;
8551000769;2;;04/12/2010;.;0;1;;;;;
8551000777;2;;12/12/2010;12000;1;0;;;;;
8551000853;3;;18/03/2011;12000;0;1;;;;;
8551000986;2;;26/07/2011;12310;0;1;;;;;
8551001004;2;;30/07/2011;95100;0;0;;;;;
8551001093;2;;12/10/2011;12340;1;1;;;;;
8551001098;2;;15/10/2011;31460;1;1;;;;;
8551001171;2;;12/12/2011;12200;0;1;;;;;
8551001331;3;;19/04/2012;31500;0;1;;;;;
8551001343;3;;27/04/2012;12000;0;1;;;;;
8551001368;2;;18/05/2012;92100;1;1;;;;;
8551001433;2;;20/08/2012;12000;1;0;;;;;
8551001467;3;;08/09/2012;12000;0;1;;;;;
8551001579;2;;02/11/2012;12000;0;1;;;;;
8551001599;2;;14/11/2012;12150;1;0;;;;;
8551001672;2;;27/12/2012;48100;1;1;;;;;
8551001694;2;;16/01/2013;12850;0;1;;;;;
8551001769;2;;13/04/2013;15290;0;1;;;;;
8551001871;2;;06/07/2013;.;1;1;;;;;
8551001903;2;;21/08/2013;.;1;1;;;;;
8551001916;2;;28/08/2013;.;1;1;;;;;
8551001924;3;;02/09/2013;12410;0;1;;;;;
8551002071;2;;18/12/2013;.;0;1;;;;;
8560336972;2;;03/12/2008;24150;1;1;;;;;
8560337005;2;;07/12/2008;24130;0;0;;;;;
8560337079;1;26/09/1984;24/12/2008;24110;1;0;;;;;
8560355361;2;;12/01/2009;24130;0;0;;;;;
8560355374;1;24/10/1985;28/01/2009;38230;0;1;;;;;
8560355403;2;;28/01/2009;24100;0;0;;;;;
8560355404;2;;28/01/2009;24100;0;1;;;;;
8560355421;1;;31/01/2009;24560;1;0;;;;;
8560355603;2;;16/02/2009;24660;1;1;;;;;
8560355610;2;;17/02/2009;24100;0;0;;;;;
8560355718;2;20/10/1968;07/05/2009;24240;0;1;;;;;
8560355736;2;25/02/1955;13/05/2009;32230;0;0;;;;;
8560355826;2;29/06/1989;14/07/2009;24100;0;0;;;;;
8560355888;2;;20/07/2009;24560;0;0;;;;;
8560355908;2;14/01/1943;20/07/2009;24100;0;0;;;;;
8560355947;3;22/03/1988;06/08/2009;75013;0;0;;;;;
8560355965;2;21/06/1975;22/08/2009;56380;0;1;;;;;
8560355976;3;23/05/1989;24/08/2009;33600;1;0;;;;;
8560356018;3;10/06/1986;07/09/2009;24680;1;0;;;;;
8560356026;3;11/03/1968;15/09/2009;24100;1;1;;;;;
8560356046;2;;25/09/2009;24680;1;0;;;;;
8560356088;2;14/05/1966;30/10/2009;33220;1;1;;;;;
8561000003;2;;04/12/2009;24520;1;0;;;;;
8561000177;2;;05/03/2010;24150;1;0;;;;;
8561000196;2;;13/03/2010;24100;0;0;;;;;
8561000204;2;;17/03/2010;24100;0;0;;;;;
8561000276;2;;06/05/2010;24140;0;0;;;;;
8561000345;2;;19/06/2010;47410;0;1;;;;;
8561000359;2;10/06/1970;29/07/2010;33220;1;1;;;;;
8561000389;2;02/01/1928;25/08/2010;24100;0;1;;;;;
8561000393;2;12/06/1991;27/08/2010;24100;0;0;;;;;
8561000533;2;27/09/1964;30/10/2010;24190;0;0;;;;;
8561000618;2;;04/12/2010;16590;1;1;;;;;
8561000636;2;04/02/1985;11/12/2010;64600;0;1;;;;;
8561000656;2;24/08/1964;18/12/2010;33580;0;1;;;;;
8561000670;2;03/11/1973;19/12/2010;24400;0;1;;;;;
8561000695;2;;23/12/2010;24100;0;1;;;;;
8561000722;2;04/01/1996;31/12/2010;47800;1;1;;;;;
8561000726;2;28/11/1996;04/01/2011;24100;0;1;;;;;
8561000815;2;21/02/1980;27/01/2011;24130;1;1;;;;;
8561000908;2;;15/02/2011;24100;0;0;;;;;
8561000980;2;23/06/1983;12/03/2011;24800;1;1;;;;;
8561000985;2;11/11/1952;15/03/2011;24520;0;0;;;;;
8561001016;2;20/01/1990;05/04/2011;24130;0;1;;;;;
8561001077;2;;02/05/2011;24000;0;1;;;;;
8561001146;2;23/06/1985;04/06/2011;24100;0;0;;;;;
8561001156;2;;10/06/2011;24100;0;1;;;;;
8561001171;2;22/01/1959;22/06/2011;24100;1;1;;;;;
8561001201;2;17/10/1994;27/06/2011;24100;1;1;;;;;
8561001269;2;15/09/1995;16/07/2011;59840;0;1;;;;;
8561001270;2;10/09/1946;16/07/2011;33380;0;1;;;;;
8561001333;2;05/03/1993;06/08/2011;24130;0;1;;;;;
8561001369;2;13/10/1980;10/09/2011;24140;0;1;;;;;
8561001370;2;;12/09/2011;46600;0;1;;;;;
8561001443;2;25/01/1974;19/10/2011;24620;1;1;;;;;
8561001559;2;;01/12/2011;24140;1;1;;;;;
8561001638;2;;23/12/2011;47120;0;1;;;;;
8561001889;2;12/06/1969;01/02/2012;24240;0;1;;;;;
8561001925;2;22/11/1991;04/02/2012;24100;1;1;;;;;
8561001927;2;30/06/1968;04/02/2012;33700;0;1;;;;;
8561001984;2;;20/02/2012;24100;1;1;;;;;
8561002094;2;;05/05/2012;24100;1;0;;;;;
8561002105;2;;16/05/2012;24600;1;1;;;;;
8561002193;2;;28/06/2012;24150;1;1;;;;;
8561002268;2;;09/07/2012;24560;0;1;;;;;
8561002339;2;;23/07/2012;24140;0;1;;;;;
8561002381;2;;01/08/2012;24480;1;1;;;;;
8561002397;2;;02/08/2012;13012;1;1;;;;;
8561002575;2;;03/11/2012;24380;1;1;;;;;
8561002644;2;;23/12/2012;75012;1;1;;;;;
8561002676;2;;11/01/2013;24750;0;0;;;;;
8561002716;2;;19/01/2013;47210;1;0;;;;;
8561002754;2;;26/01/2013;24100;1;1;;;;;
8561002876;2;;04/05/2013;24130;1;0;;;;;
8561002882;2;;10/05/2013;24130;1;1;;;;;
8561002942;2;;28/06/2013;69007;1;1;;;;;
8561002949;2;;29/06/2013;24100;1;1;;;;;
8561002951;2;;29/06/2013;54300;1;1;;;;;
8561002993;2;;08/07/2013;24500;1;0;;;;;
8561003030;2;;13/07/2013;24100;1;1;;;;;
8561003040;2;;16/07/2013;24100;0;0;;;;;
8561003225;2;;06/11/2013;24140;0;1;;;;;
8561003234;2;;15/11/2013;24100;0;0;;;;;
8561003305;2;;08/01/2014;24130;1;1;;;;;
8561003306;2;;08/01/2014;24230;1;1;;;;;
8561003375;2;;20/01/2014;47350;0;1;;;;;
8630000001;2;;28/07/2009;75012;0;0;;;;;
8630000102;1;29/08/1966;07/10/2009;75017;1;0;;;;;
